time,vehicle_id,real,origin,destination,position,flight_phase,velocity
3.5873355865478516,1002,True,2,3,[ 0.38836376 12.26730164  1.5       ],queued,[-0.56249787 -0.62983787 -0.05986321]
3.5873355865478516,1003,False,3,5,[-1.   -8.    1.77],queued,[-0.14167445 -0.39262421 -0.50131918]
3.5873355865478516,1004,False,4,2,[ 8.   -7.5   1.77],queued,[-0.5554271  -0.03688025 -0.6551221 ]
3.5873355865478516,1005,False,5,0,[-8.     8.     2.145],queued,[-0.1747302  -0.01447319 -0.59780637]
3.6920769214630127,1000,True,0,1,[-10.65669975  -6.257262     1.2       ],queued,[ 0.94276743  0.70951111 -0.22904961]
3.6920769214630127,1001,True,1,4,[10.09165892 -4.65399225  1.5       ],queued,[-0.60788138  0.95558497  0.36070581]
3.6920769214630127,1002,True,2,3,[ 0.38834656 12.26542146  1.5       ],queued,[-0.56249787 -0.62983787 -0.05986321]
3.6920769214630127,1003,False,3,5,[-1.    -8.     1.845],entering,[-0.14167445 -0.39262421 -0.50131918]
3.6920769214630127,1004,False,4,2,[ 8.    -7.5    1.845],queued,[-0.5554271  -0.03688025 -0.6551221 ]
3.6920769214630127,1005,False,5,0,[-8.    8.    2.22],queued,[-0.1747302  -0.01447319 -0.59780637]
3.7877371311187744,1000,True,0,1,[-10.65721935  -6.25085577   1.2       ],queued,[ 0.94276743  0.70951111 -0.22904961]
3.7877371311187744,1001,True,1,4,[10.09767171 -4.65727207  1.5       ],queued,[-0.60788138  0.95558497  0.36070581]
3.7877371311187744,1002,True,2,3,[ 0.38517542 12.2678314   1.5       ],queued,[-0.56249787 -0.62983787 -0.05986321]
3.7877371311187744,1003,False,3,5,[-1.00599567 -7.98091985  1.92      ],entering,[-0.14167445 -0.39262421 -0.50131918]
3.7877371311187744,1004,False,4,2,[ 8.   -7.5   1.92],queued,[-0.5554271  -0.03688025 -0.6551221 ]
